LABEL
0.000530
0.000970
0.001173
0.001527
0.002602
0.004153
0.005998
0.008608
0.012652
0.018361
0.025934
0.036106
0.049915
0.068196
0.091732
0.121692
0.159514
0.206470
0.263630
0.332113
0.413000
0.506943
0.614008
0.733797
0.865412
1.007195
1.156619
1.310466
1.464981
1.615875
1.758444
1.887902
1.999741
2.089948
2.155215
2.193259
2.203092
2.185103
2.141039
2.073963
1.988144
1.888748
1.781412
1.671788
1.565064
1.465420
1.375549
1.296448
1.227529
1.167001
1.112436
1.061393
1.011905
0.962729
0.913370
0.863970
0.815132
0.767688
0.722480
0.680174
0.641160
0.605504
0.572966
0.543063
0.515171
0.488630
0.462830
0.437255
0.411517
0.385350
0.358613
0.331260
0.303325
0.274902
0.246138
0.217235
0.188453
0.160151
0.132868
0.107510
0.085764
0.070749
0.066613
0.074511
0.090689
0.110936
0.132786
0.154978
0.176837
0.197965
0.218104
0.237075
0.254745
0.271012
0.285797
0.299037
0.310685
0.320707
0.329078
0.335786
0.340827
0.344207
0.345942
0.346054
0.344574
0.341542
0.337003
0.331011
0.323626
0.314912
0.304942
0.293792
0.281544
0.268285
0.254108
0.239107
0.223386
0.207049
0.190210
0.172992
0.155528
0.137973
0.120513
0.103391
0.086961
0.071781
0.058813
0.049665
0.046350
0.049653
0.058046
0.069301
0.081859
0.094834
0.107733
0.120260
0.132226
0.143502
0.153995
0.163635
0.172370
0.180161
0.186976
0.192796
0.197608
0.201404
0.204186
0.205959
0.206735
0.206531
0.205367
0.203272
0.200275
0.196412
0.191721
0.186245
0.180030
0.173125
0.165583
0.157459
0.148812
0.139703
0.130198
0.120365
0.110282
0.100029
0.089701
0.079412
0.069305
0.059575
0.050515
0.042579
0.036469
0.033098
0.033133
0.036351
0.041801
0.048515
0.055823
0.063315
0.070740
0.077937
0.084799
0.091249
0.097232
0.102706
0.107639
0.112006
0.115790
0.118978
0.121563
0.123542
0.124914
0.125684
0.125859
0.125451
0.124472
0.122940
0.120873
0.118294
0.115227
0.111698
0.107737
0.103376
0.098647
0.093587
0.088235
0.082632
0.076823
0.070858
0.064793
0.058693
0.052636
0.046721
0.041081
0.035898
0.031429
0.028018
0.026046
0.025774
0.027156
0.029852
0.033428
0.037514
0.041842
0.046232
0.050559
0.054736
0.058700
0.062407
0.065819
0.068910
0.071659
0.074050
0.076071
0.077713
0.078972
0.079845
0.080333
0.080438
0.080167
0.079526
0.078526
0.077179
0.075498
0.073500
0.071202
0.068626
0.065792
0.062726
0.059454
0.056006
0.052413
0.048713
0.044947
0.041164
0.037422
0.033794
0.030371
0.027272
0.024643
0.022657
0.021480
0.021212
0.021836
0.023216
0.025156
0.027463
0.029974
0.032567
0.035149
0.037654
0.040030
0.042238
0.044248
0.046038
0.047590
0.048889
0.049926
0.050694
0.051189
0.051409
0.051356
0.051031
0.050441
0.049592
0.048495
0.047159
